,bat_order,player_id,player_name,how_out,minutes,runs,balls,fours,sixes,strike_rate,player,overs,maidens,runs_conceded,wickets,economy,dot_balls,extras,match_id,series_id,home_x,innings_no,innings_title,in_play,result,status,toss,home_scores,away_scores,home_y,away,venue,tournament,date,ipl_season
10,,1139673.0,Lizaad Williams,,,,,,,,,,,,,,,,2503163,801,South Africa,1,South Africa Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
11,,1137447.0,Tabraiz Shamsi,,,,,,,,,,,,,,,,2503163,801,South Africa,1,South Africa Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
12,,3217422.0,Shaheen Shah Afridi,,,,,4.0,3.0,,,4.0,0.0,45.0,1.0,11.25,8.0,0.0,2503163,801,South Africa,1,South Africa Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
13,,1044456.0,Mohammad Nawaz,,,,,2.0,0.0,,,4.0,0.0,21.0,2.0,5.25,9.0,0.0,2503163,801,South Africa,1,South Africa Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
14,,2043927.0,Hasan Ali,,,,,2.0,1.0,,,4.0,0.0,28.0,2.0,7.00,8.0,0.0,2503163,801,South Africa,1,South Africa Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
15,,1044468.0,Usman Qadir,,,,,4.0,2.0,,,3.0,0.0,38.0,0.0,12.66,3.0,0.0,2503163,801,South Africa,1,South Africa Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
16,,3484830.0,Haris Rauf,,,,,2.0,3.0,,,3.0,0.0,37.0,1.0,12.33,3.0,0.0,2503163,801,South Africa,1,South Africa Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
17,,2043363.0,Faheem Ashraf,,,,,0.0,1.0,,,2.0,0.0,18.0,0.0,9.00,2.0,0.0,2503163,801,South Africa,1,South Africa Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
18,,,,,,,,,,,bowler,,,,,,,,2503163,801,South Africa,1,South Africa Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
19,1.0,970179.0,Mohammad Rizwan,not out,-,74.0,50.0,9.0,2.0,148.00,,,,,,,,,2503163,801,South Africa,2,Pakistan Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
20,2.0,1044444.0,Babar Azam,c Williams b Hendricks,-,14.0,14.0,3.0,0.0,100.00,,,,,,,,,2503163,801,South Africa,2,Pakistan Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
21,3.0,1536585.0,Fakhar Zaman,c Malan b Shamsi,-,27.0,19.0,4.0,1.0,142.10,,,,,,,,,2503163,801,South Africa,2,Pakistan Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
22,4.0,124314.0,Mohammad Hafeez,st Klaasen b Shamsi,-,13.0,11.0,1.0,0.0,118.18,,,,,,,,,2503163,801,South Africa,2,Pakistan Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
23,5.0,3505965.0,Haider Ali,lbw b Hendricks,-,14.0,8.0,3.0,0.0,175.00,,,,,,,,,2503163,801,South Africa,2,Pakistan Innings,No,Yes,Pakistan won by 4 wickets,"South Africa, elected to bat first",188/6,"189/6 (19.5/20 ov, target 189)",South Africa,Pakistan,"The Wanderers Stadium, Johannesburg",T20_INT,2021-04-10,
