,bat_order,player_id,player_name,how_out,minutes,runs,balls,fours,sixes,strike_rate,player,overs,maidens,runs_conceded,wickets,economy,dot_balls,extras,match_id,series_id,home_x,innings_no,innings_title,in_play,result,status,toss,home_scores,away_scores,home_y,away,venue,tournament,date,ipl_season
3213,2.0,1789137.0,Tarisai Musakanda,c Najibullah Zadran b Amir Hamza,-,22.0,15.0,3.0,0.0,146.66,,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3214,3.0,167622.0,Sean Williams, b Mohammad Nabi,-,9.0,4.0,2.0,0.0,225.00,,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3215,4.0,2816889.0,Wesley Madhevere,c Usman Ghani b Naveen-ul-Haq,-,7.0,4.0,1.0,0.0,175.00,,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3216,5.0,898728.0,Sikandar Raza,c Amir Hamza b Fareed Ahmad,-,15.0,13.0,2.0,0.0,115.38,,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3217,6.0,706560.0,Richmond Mutumbami,lbw b Mohammad Nabi,-,21.0,21.0,1.0,0.0,100.00,,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3218,7.0,1487904.0,Ryan Burl,c Usman Ghani b Rashid Khan,-,40.0,29.0,1.0,3.0,137.93,,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3219,8.0,1178847.0,Donald Tiripano, b Rashid Khan,-,24.0,14.0,3.0,1.0,171.42,,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3220,9.0,2418729.0,Brandon Mavuta,c Naveen-ul-Haq b Rashid Khan,-,0.0,1.0,0.0,0.0,0.00,,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3221,10.0,2481165.0,Blessing Muzarabani, b Karim Janat,-,0.0,1.0,0.0,0.0,0.00,,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3222,11.0,2418735.0,Richard Ngarava,not out,-,0.0,0.0,0.0,0.0,-,,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3223,,,,,,,,,,,batter,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3224,,2380353.0,Naveen-ul-Haq,,,,,4.0,0.0,,,3.0,0.0,28.0,2.0,9.33,4.0,1.0,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3225,,77751.0,Mohammad Nabi,,,,,1.0,0.0,,,3.0,0.0,20.0,2.0,6.66,5.0,0.0,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3226,,1206747.0,Amir Hamza,,,,,3.0,0.0,,,2.0,0.0,17.0,1.0,8.50,4.0,0.0,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3227,,1704420.0,Fareed Ahmad,,,,,2.0,0.0,,,3.0,0.0,21.0,1.0,7.00,4.0,1.0,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3228,,2380413.0,Karim Janat,,,,,3.0,0.0,,,3.1,0.0,27.0,1.0,8.52,5.0,3.0,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3229,,2380401.0,Rashid Khan,,,,,0.0,4.0,,,3.0,0.0,30.0,3.0,10.00,8.0,0.0,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3230,,,,,,,,,,,bowler,,,,,,,,2504131,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 45 runs,"Afghanistan, elected to bat first",193/5,"148 (17.1/20 ov, target 194)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-19,
3231,1.0,2922273.0,Rahmanullah Gurbaz,c Mutumbami b Ngarava,-,18.0,21.0,2.0,1.0,85.71,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3232,2.0,2134689.0,Usman Ghani,c Burl b Sikandar Raza,-,39.0,31.0,4.0,1.0,125.80,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3233,3.0,2380413.0,Karim Janat, b Masakadza,-,21.0,14.0,2.0,1.0,150.00,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3234,4.0,1572159.0,Najibullah Zadran,not out,-,72.0,35.0,5.0,5.0,205.71,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3235,5.0,77751.0,Mohammad Nabi,c Musakanda b Ngarava,-,2.0,5.0,0.0,0.0,40.00,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3236,6.0,961968.0,Asghar Afghan,c Masakadza b Faraz Akram,-,24.0,12.0,1.0,2.0,200.00,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3237,7.0,2380401.0,Rashid Khan,c Mutumbami b Muzarabani,-,0.0,1.0,0.0,0.0,0.00,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3238,8.0,1900098.0,Sharafuddin Ashraf,c Masakadza b Muzarabani,-,0.0,1.0,0.0,0.0,0.00,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3239,9.0,1322922.0,Hashmatullah Shahidi,not out,-,0.0,0.0,0.0,0.0,-,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3240,,,,,,,,,,,batter,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3241,,2380353.0,Naveen-ul-Haq,,,,,,,,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3242,,2922537.0,Fazalhaq Farooqi,,,,,,,,,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3243,,1715121.0,Wellington Masakadza,,,,,1.0,2.0,,,4.0,0.0,32.0,1.0,8.00,10.0,2.0,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3244,,2418735.0,Richard Ngarava,,,,,3.0,2.0,,,4.0,0.0,35.0,2.0,8.75,10.0,1.0,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3245,,3368565.0,Faraz Akram,,,,,6.0,2.0,,,4.0,0.0,46.0,1.0,11.50,8.0,1.0,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3246,,2481165.0,Blessing Muzarabani,,,,,3.0,3.0,,,4.0,0.0,41.0,2.0,10.25,9.0,0.0,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3247,,898728.0,Sikandar Raza,,,,,0.0,1.0,,,2.0,0.0,14.0,1.0,7.00,4.0,0.0,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3248,,1487904.0,Ryan Burl,,,,,1.0,0.0,,,2.0,0.0,12.0,0.0,6.00,4.0,0.0,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3249,,,,,,,,,,,bowler,,,,,,,,2504133,786,Afghanistan,1,Afghanistan Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3250,1.0,2141445.0,Tinashe Kamunhukamwe, b Fazalhaq Farooqi,-,1.0,4.0,0.0,0.0,25.00,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3251,2.0,1789137.0,Tarisai Musakanda,c Mohammad Nabi b Naveen-ul-Haq,-,30.0,28.0,3.0,1.0,107.14,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3252,3.0,167622.0,Sean Williams, b Mohammad Nabi,-,14.0,11.0,2.0,0.0,127.27,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3253,4.0,2855355.0,Milton Shumba,c Rahmanullah Gurbaz b Karim Janat,-,8.0,16.0,0.0,0.0,50.00,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3254,5.0,898728.0,Sikandar Raza,not out,-,41.0,29.0,2.0,1.0,141.37,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3255,6.0,706560.0,Richmond Mutumbami,c Rahmanullah Gurbaz b Karim Janat,-,0.0,1.0,0.0,0.0,0.00,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3256,7.0,1487904.0,Ryan Burl,not out,-,39.0,31.0,1.0,3.0,125.80,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3257,,,,,,,,,,,batter,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3258,,3368565.0,Faraz Akram,,,,,,,,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3259,,1715121.0,Wellington Masakadza,,,,,,,,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3260,,2481165.0,Blessing Muzarabani,,,,,,,,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3261,,2418735.0,Richard Ngarava,,,,,,,,,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3262,,2922537.0,Fazalhaq Farooqi,,,,,3.0,1.0,,,4.0,0.0,27.0,1.0,6.75,11.0,0.0,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3263,,77751.0,Mohammad Nabi,,,,,2.0,1.0,,,4.0,0.0,29.0,1.0,7.25,7.0,0.0,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3264,,2380353.0,Naveen-ul-Haq,,,,,1.0,0.0,,,3.0,0.0,17.0,1.0,5.66,8.0,1.0,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3265,,2380401.0,Rashid Khan,,,,,0.0,1.0,,,3.0,0.0,18.0,0.0,6.00,6.0,1.0,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3266,,2380413.0,Karim Janat,,,,,2.0,2.0,,,4.0,0.0,34.0,2.0,8.50,9.0,0.0,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3267,,1900098.0,Sharafuddin Ashraf,,,,,0.0,0.0,,,2.0,0.0,10.0,0.0,5.00,5.0,0.0,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3268,,,,,,,,,,,bowler,,,,,,,,2504133,786,Afghanistan,2,Zimbabwe Innings,No,Yes,Afghanistan won by 47 runs,"Afghanistan, elected to bat first",183/7,"136/5 (20 ov, target 184)",Afghanistan,Zimbabwe,"Zayed Cricket Stadium, Abu Dhabi",T20_INT,2021-03-20,
3269,1.0,1044444.0,Babar Azam, b Curran,19,21.0,18.0,3.0,0.0,116.66,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3270,2.0,1536585.0,Fakhar Zaman, b Ali,6,1.0,3.0,0.0,0.0,33.33,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3271,3.0,3505965.0,Haider Ali, b Jordan,66,54.0,33.0,5.0,2.0,163.63,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3272,4.0,124314.0,Mohammad Hafeez,not out,88,86.0,52.0,4.0,6.0,165.38,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3273,5.0,2768841.0,Shadab Khan,c Curran b Jordan,25,15.0,11.0,2.0,0.0,136.36,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3274,6.0,683286.0,Imad Wasim,not out,13,6.0,4.0,0.0,0.0,150.00,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3275,,,,,,,,,,,batter,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3276,,127983.0,Shoaib Malik,,,,,,,,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3277,,683292.0,Sarfaraz Ahmed,,,,,,,,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3278,,130782.0,Wahab Riaz,,,,,,,,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3279,,3484830.0,Haris Rauf,,,,,,,,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3280,,3217422.0,Shaheen Afridi,,,,,,,,,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3281,,1931667.0,Saqib Mahmood,,,,,0.0,0.0,,,4.0,0.0,37.0,0.0,9.25,0.0,1.0,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3282,,26763.0,Moeen Ali,,,,,0.0,0.0,,,1.0,0.0,10.0,1.0,10.00,0.0,0.0,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3283,,866988.0,Chris Jordan,,,,,0.0,0.0,,,4.0,0.0,29.0,2.0,7.25,0.0,0.0,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3284,,1650717.0,Tom Curran,,,,,0.0,0.0,,,4.0,0.0,32.0,1.0,8.00,0.0,0.0,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3285,,1086615.0,Lewis Gregory,,,,,0.0,0.0,,,4.0,0.0,41.0,0.0,10.25,0.0,2.0,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3286,,733503.0,Adil Rashid,,,,,0.0,0.0,,,3.0,0.0,40.0,0.0,13.33,0.0,2.0,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3287,,,,,,,,,,,bowler,,,,,,,,2396505,593,England,1,Pakistan Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
3288,1.0,2631165.0,Tom Banton,lbw b Haris Rauf,40,46.0,31.0,8.0,0.0,148.38,,,,,,,,,2396505,593,England,2,England Innings,No,Yes,Pakistan won by 5 runs,"England, elected to field first","185/8 (20 ov, target 191)",190/4,England,Pakistan,"Old Trafford, Manchester (day/night)",T20_INT,2020-09-01,
